Test unit,WI2.100
Reference,Vasconcelos and Lourenço (2009)
0.08,2.9,0.006
-0.67,-1.5,-0.051
-1.26,-5.6,-0.095
-2.25,-11.5,-0.17
-2.77,-15.8,-0.209
-3.35,-18.9,-0.253
-3.85,-22.4,-0.291
-4.58,-26,-0.346
-5.2,-29.5,-0.392
-5.99,-32.5,-0.452
-6.85,-35.5,-0.517
-7.94,-37.6,-0.6
-9.3,-38.9,-0.702
-10.71,-39.5,-0.808
-12.49,-40.2,-0.942
-14.02,-40.4,-1.058
-15.32,-40.9,-1.156
-16.68,-41.2,-1.259
-16.99,-40.6,-1.283
-18.37,-41,-1.387
-19.53,-40.9,-1.474
-20.6,-41.5,-1.554
-21.7,-41.2,-1.638
-22.77,-41.8,-1.719
-24.13,-42.4,-1.821
-25.12,-41.7,-1.896
-26.17,-42,-1.975
-27.32,-42.3,-2.062
-28.16,-42.4,-2.125
-29.35,-41.9,-2.215
-31.07,-41.8,-2.345
-32.54,-41.9,-2.455
-33.27,-42.1,-2.511
NaN,NaN,NaN
-38.63,-42.1,-2.916
-37.2,-40.6,-2.808
-35.11,-40.2,-2.65
-33.52,-40.2,-2.53
-32.01,-40.2,-2.416
-29.9,-39.9,-2.257
-27.65,-39.5,-2.087
-25.74,-39.5,-1.943
-24.3,-39.2,-1.834
-21.87,-38.9,-1.651
-20.2,-37.6,-1.524
-18.95,-37,-1.43
-17.51,-35.6,-1.322
-16.09,-34.7,-1.214
-14.83,-32.2,-1.119
-13.91,-30,-1.05
-12.82,-27.4,-0.968
-11.65,-23.8,-0.879
-10.7,-20.3,-0.807
-10.14,-17,-0.765
-9.3,-12.8,-0.702
-8.46,-7.4,-0.639
-7.79,-3.1,-0.588
-7.12,1.7,-0.538
-6.2,5.9,-0.468
-5.81,10.2,-0.439
-4.96,14.8,-0.374
-4.27,18.6,-0.323
-3.44,22.3,-0.259
-2.6,26.5,-0.196
-1.51,30.5,-0.114
-0.11,33,-0.008
1.43,34.1,0.108
3.1,35.1,0.234
4.52,35.7,0.341
6.03,36.1,0.455
8.29,36.3,0.626
10.06,36.7,0.759
11.48,36.7,0.866
14.1,37,1.064
15.67,37,1.183
16.59,37,1.252
17.8,37.2,1.344
19.44,37.3,1.467
20.66,37.3,1.559
21.88,37.3,1.651
23.21,37.6,1.752
25.05,37.3,1.89
26.48,37.6,1.999
27.74,37.3,2.093
29.25,37.3,2.207
30.92,37.6,2.334
32.42,37.3,2.447
33.77,37,2.549
33.77,37,2.549
35.11,37.3,2.65
36.36,37.3,2.744
37.29,37.3,2.814
36.21,35.1,2.732
34.44,34.4,2.599
32.85,34.4,2.479
31.9,34.2,2.407
30.05,34.2,2.268
28.99,34.5,2.188
27.37,33.8,2.066
26.07,33.8,1.968
24.47,33.4,1.847
22.88,33.1,1.727
21.75,32.8,1.641
20.03,32.5,1.512
18.35,32.2,1.385
16.93,31.9,1.278
15.67,31.9,1.183
14.55,31.2,1.098
13.24,31,0.999
11.48,30,0.866
10.14,29.3,0.765
9.05,28.3,0.683
8.21,28,0.62
7.12,26.2,0.538
6.28,24.8,0.474
6.03,31.3,0.455
5.7,23.8,0.43
4.71,21.3,0.355
3.6,17.8,0.272
2.85,14.2,0.215
1.85,10.4,0.139
1,5.6,0.075
0.34,2.9,0.025
-0.2,-1.5,-0.015
-0.75,-5.4,-0.057
-1.41,-8.9,-0.107
-3.27,-19.7,-0.247
-3.77,-23.2,-0.285
-4.78,-28.3,-0.36
-5.75,-31.9,-0.434
-6.61,-34.4,-0.499
-7.79,-37,-0.588
-9.05,-38.9,-0.683
-10.73,-39.5,-0.81
-12.22,-40.5,-0.923
-13.16,-40.6,-0.993
-14.33,-41.2,-1.081
-15.86,-40.2,-1.197
-17.92,-40.9,-1.352
-19.36,-41.2,-1.461
-20.78,-41.2,-1.568
-21.94,-41.2,-1.656
-23.04,-41.2,-1.739
-24.39,-41.5,-1.84
-25.64,-41.5,-1.935
-27.48,-41.5,-2.074
-28.65,-41.5,-2.162
-30.75,-41.8,-2.321
-31.34,-42.1,-2.365
-31.34,-42.1,-2.365
-31.65,-42,-2.389
-32.38,-41.9,-2.444
-33.01,-41.8,-2.492
-33.81,-42,-2.552
-34.7,-42.1,-2.619
-35.07,-42.2,-2.647
-35.86,-42.1,-2.706
-36.9,-42.1,-2.785
-37.6,-42.2,-2.837
-38.22,-42.2,-2.885
-38.63,-42.1,-2.916
