Test unit,WS1.100
Reference,Vasconcelos and Lourenço (2009)
-26.65,-42,-2.012
-28.65,-42.8,-2.162
-29.06,-42.5,-2.194
NaN,NaN,NaN
-34.47,-42.5,-2.601
-32.77,-41.3,-2.473
-31.06,-40.7,-2.344
-29.12,-40.6,-2.198
-27.37,-39.9,-2.066
-25.32,-40,-1.911
-23.46,-39.3,-1.771
-21.25,-39.4,-1.604
-19.37,-39.3,-1.462
-16.51,-39.4,-1.246
-14.61,-38.5,-1.102
-12.69,-37.9,-0.958
-10.48,-37.7,-0.791
-8.3,-36.7,-0.626
-6.11,-36.2,-0.461
-3.56,-33.9,-0.268
-2.12,-26.5,-0.16
-1.44,-22.1,-0.109
-0.65,-15.5,-0.049
-0,-8.1,-0
1.01,2.1,0.076
2.54,17.9,0.191
3.39,25.7,0.256
4.14,32.1,0.312
5.19,34.4,0.391
7.17,35.7,0.541
8.61,36.4,0.65
